1        -17132.7094157768
2        -17132.6971397247
3        -17132.6785939799
4        -17132.661484552
5        -17132.6464572315
6        -17132.6332577449
7        -17132.6226947585
8        -17132.6150077541
9        -17132.6107728679
10       -17132.6082068191
11       -17132.6075732104
12       -17132.6120038064
13       -17132.6247744981
14       -17132.6459038506
15       -17132.6715748312
16       -17132.6943972738
17       -17132.7101739106
18       -17132.7184348835
