1        -14017.8736221571
2        -14017.8644956688
3        -14017.8619135364
4        -14017.8552306141
5        -14017.8455140321
6        -14017.8323091339
7        -14017.8148458693
8         -14017.791496096
9        -14017.7604389856
10       -14017.7260692081
11       -14017.7332094476
12       -14017.7712473911
13        -14017.800838116
14       -14017.8244011994
15       -14017.8446742798
16       -14017.8600891529
17       -14017.8676926297
18        -14017.890080718
